user,date,transaction_type,amount
88bfbe34-91e8-4177-a957-a438288f699e,2020-12-03,DEBIT,17622
88bfbe34-91e8-4177-a957-a438288f699e,2020-06-16,DEBIT,51425
88bfbe34-91e8-4177-a957-a438288f699e,2020-11-05,DEBIT,98867
88bfbe34-91e8-4177-a957-a438288f699e,2020-10-23,DEBIT,20793
88bfbe34-91e8-4177-a957-a438288f699e,2020-01-12,DEBIT,50402
88bfbe34-91e8-4177-a957-a438288f699e,2020-01-14,DEBIT,31771
88bfbe34-91e8-4177-a957-a438288f699e,2020-03-22,CREDIT,17952
88bfbe34-91e8-4177-a957-a438288f699e,2020-08-05,DEBIT,42890
88bfbe34-91e8-4177-a957-a438288f699e,2020-05-16,CREDIT,91944
88bfbe34-91e8-4177-a957-a438288f699e,2020-12-21,DEBIT,84660
88bfbe34-91e8-4177-a957-a438288f699e,2020-10-22,CREDIT,79094
88bfbe34-91e8-4177-a957-a438288f699e,2020-08-11,DEBIT,11511
88bfbe34-91e8-4177-a957-a438288f699e,2020-03-07,CREDIT,97069
88bfbe34-91e8-4177-a957-a438288f699e,2020-11-02,CREDIT,42410
88bfbe34-91e8-4177-a957-a438288f699e,2020-10-30,CREDIT,4340
88bfbe34-91e8-4177-a957-a438288f699e,2020-08-19,DEBIT,83372
88bfbe34-91e8-4177-a957-a438288f699e,2020-11-03,CREDIT,29163
88bfbe34-91e8-4177-a957-a438288f699e,2020-03-10,CREDIT,84006
2aa7e0fd-1232-4bb8-845b-4a7c9be0f832,2020-02-21,DEBIT,88319
2aa7e0fd-1232-4bb8-845b-4a7c9be0f832,2020-05-15,CREDIT,9952
2aa7e0fd-1232-4bb8-845b-4a7c9be0f832,2020-03-27,DEBIT,56845
2aa7e0fd-1232-4bb8-845b-4a7c9be0f832,2020-11-25,DEBIT,44273
2aa7e0fd-1232-4bb8-845b-4a7c9be0f832,2020-02-27,CREDIT,85611
2aa7e0fd-1232-4bb8-845b-4a7c9be0f832,2020-02-09,CREDIT,40673
2aa7e0fd-1232-4bb8-845b-4a7c9be0f832,2020-03-16,CREDIT,53295
3cc52caa-95ab-4e89-bfbc-b8cdbc94595d,2020-09-25,CREDIT,69970
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-03-06,CREDIT,22583
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-01-17,DEBIT,92374
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-01-15,DEBIT,13045
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-07-09,CREDIT,27878
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-05-16,DEBIT,63584
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-07-29,CREDIT,74147
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-04-09,DEBIT,50429
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-08-21,CREDIT,38004
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-11-15,DEBIT,27951
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-10-28,CREDIT,27314
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-07-31,CREDIT,41359
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-07-04,CREDIT,48053
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-04-16,DEBIT,61433
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-03-17,CREDIT,58237
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-10-27,DEBIT,47547
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-02-25,DEBIT,75491
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-08-16,CREDIT,4054
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-05-18,DEBIT,25793
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-11-03,CREDIT,8767
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-03-04,CREDIT,7650
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-08-13,DEBIT,44120
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-12-23,CREDIT,14660
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-07-01,CREDIT,70379
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-12-17,DEBIT,57617
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-08-13,CREDIT,7373
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-03-12,DEBIT,19161
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-10-12,CREDIT,77768
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-08-19,CREDIT,81358
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-12-23,CREDIT,93903
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-08-20,DEBIT,50831
c7c404ca-e7db-4029-bdf0-8402e2984caf,2020-09-02,CREDIT,81747
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-11-26,DEBIT,63256
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-27,CREDIT,70460
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-10-31,CREDIT,94705
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-07-30,DEBIT,70091
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-06-28,CREDIT,60590
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-12-14,DEBIT,72810
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-02-05,CREDIT,26251
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-03-02,CREDIT,50716
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-09-05,CREDIT,37727
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-07-06,DEBIT,47060
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-02-23,DEBIT,37793
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-01-10,DEBIT,51361
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-28,CREDIT,51663
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-07,DEBIT,39365
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-01-11,DEBIT,69299
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-06-10,DEBIT,5593
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-09-22,CREDIT,84096
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-11-15,DEBIT,74311
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-12-07,DEBIT,88274
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-16,DEBIT,98378
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-01-29,DEBIT,7008
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-09,DEBIT,97731
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-06-08,DEBIT,9655
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-10-15,CREDIT,80649
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-29,DEBIT,31200
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-12-15,DEBIT,37665
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-09-30,DEBIT,39618
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-08-11,DEBIT,9446
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-10-07,CREDIT,59480
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-11-27,CREDIT,21850
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-11-29,CREDIT,64008
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-09-16,CREDIT,63097
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-02,DEBIT,40272
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-10-02,DEBIT,54412
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-07-02,CREDIT,82274
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-04-18,CREDIT,28549
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-06-30,DEBIT,2000
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-01-12,CREDIT,7521
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-09-27,CREDIT,81927
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-07-28,DEBIT,24212
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-04-11,CREDIT,63806
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-05-13,DEBIT,51077
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-06-16,CREDIT,62413
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-04-09,DEBIT,45442
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-12-07,DEBIT,45415
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-04-24,DEBIT,88728
f42e3f6f-48db-4057-a640-76d99ab61ee8,2020-01-15,DEBIT,78479
5ab88798-d0e0-496c-9d38-2537926e6773,2020-08-26,CREDIT,65726
5ab88798-d0e0-496c-9d38-2537926e6773,2020-08-07,DEBIT,69587
5ab88798-d0e0-496c-9d38-2537926e6773,2020-07-15,DEBIT,7
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-29,DEBIT,92593
5ab88798-d0e0-496c-9d38-2537926e6773,2020-05-29,CREDIT,38216
5ab88798-d0e0-496c-9d38-2537926e6773,2020-07-23,DEBIT,94056
5ab88798-d0e0-496c-9d38-2537926e6773,2020-09-06,CREDIT,74895
5ab88798-d0e0-496c-9d38-2537926e6773,2020-12-24,DEBIT,94514
5ab88798-d0e0-496c-9d38-2537926e6773,2020-05-12,DEBIT,15875
5ab88798-d0e0-496c-9d38-2537926e6773,2020-10-29,DEBIT,36538
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-12,CREDIT,15753
5ab88798-d0e0-496c-9d38-2537926e6773,2020-08-28,DEBIT,63558
5ab88798-d0e0-496c-9d38-2537926e6773,2020-07-24,DEBIT,12383
5ab88798-d0e0-496c-9d38-2537926e6773,2020-09-14,DEBIT,48704
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-17,CREDIT,61793
5ab88798-d0e0-496c-9d38-2537926e6773,2020-11-24,CREDIT,27508
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-29,CREDIT,19886
5ab88798-d0e0-496c-9d38-2537926e6773,2020-06-18,DEBIT,7138
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-29,DEBIT,2812
5ab88798-d0e0-496c-9d38-2537926e6773,2020-06-29,DEBIT,28681
5ab88798-d0e0-496c-9d38-2537926e6773,2020-09-09,CREDIT,75319
5ab88798-d0e0-496c-9d38-2537926e6773,2020-06-24,DEBIT,68557
5ab88798-d0e0-496c-9d38-2537926e6773,2020-07-06,DEBIT,29011
5ab88798-d0e0-496c-9d38-2537926e6773,2020-09-08,DEBIT,73887
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-06,CREDIT,31615
5ab88798-d0e0-496c-9d38-2537926e6773,2020-03-01,DEBIT,14547
5ab88798-d0e0-496c-9d38-2537926e6773,2020-07-09,DEBIT,51423
5ab88798-d0e0-496c-9d38-2537926e6773,2020-08-11,CREDIT,64261
5ab88798-d0e0-496c-9d38-2537926e6773,2020-11-25,DEBIT,31899
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-08,DEBIT,76764
5ab88798-d0e0-496c-9d38-2537926e6773,2020-10-20,DEBIT,12180
5ab88798-d0e0-496c-9d38-2537926e6773,2020-06-25,DEBIT,13338
5ab88798-d0e0-496c-9d38-2537926e6773,2020-04-08,DEBIT,60673
5ab88798-d0e0-496c-9d38-2537926e6773,2020-02-06,DEBIT,14268
5ab88798-d0e0-496c-9d38-2537926e6773,2020-04-09,CREDIT,61446
5ab88798-d0e0-496c-9d38-2537926e6773,2020-03-14,DEBIT,91259
5ab88798-d0e0-496c-9d38-2537926e6773,2020-11-01,DEBIT,77913
5ab88798-d0e0-496c-9d38-2537926e6773,2020-05-26,CREDIT,98468
5ab88798-d0e0-496c-9d38-2537926e6773,2020-11-05,DEBIT,49821
5ab88798-d0e0-496c-9d38-2537926e6773,2020-03-15,CREDIT,26759
5ab88798-d0e0-496c-9d38-2537926e6773,2020-05-27,DEBIT,25966
e780994a-16d1-405a-990a-ef9732521808,2020-01-25,CREDIT,27247
e780994a-16d1-405a-990a-ef9732521808,2020-06-30,CREDIT,87470
e780994a-16d1-405a-990a-ef9732521808,2020-08-22,DEBIT,55369
e780994a-16d1-405a-990a-ef9732521808,2020-07-13,CREDIT,62560
e780994a-16d1-405a-990a-ef9732521808,2020-02-16,CREDIT,20008
e780994a-16d1-405a-990a-ef9732521808,2020-01-12,CREDIT,54579
e780994a-16d1-405a-990a-ef9732521808,2020-02-28,DEBIT,21819
e780994a-16d1-405a-990a-ef9732521808,2020-03-01,CREDIT,54601
e780994a-16d1-405a-990a-ef9732521808,2020-03-01,CREDIT,59245
e780994a-16d1-405a-990a-ef9732521808,2020-07-28,CREDIT,26283
e780994a-16d1-405a-990a-ef9732521808,2020-06-05,DEBIT,9523
e780994a-16d1-405a-990a-ef9732521808,2020-10-29,CREDIT,99713
e780994a-16d1-405a-990a-ef9732521808,2020-08-24,CREDIT,97827
e780994a-16d1-405a-990a-ef9732521808,2020-12-13,DEBIT,82993
e780994a-16d1-405a-990a-ef9732521808,2020-05-17,CREDIT,84294
e780994a-16d1-405a-990a-ef9732521808,2020-03-19,DEBIT,84567
e780994a-16d1-405a-990a-ef9732521808,2020-12-15,DEBIT,80273
e780994a-16d1-405a-990a-ef9732521808,2020-01-04,CREDIT,69854
e780994a-16d1-405a-990a-ef9732521808,2020-09-19,CREDIT,60223
e780994a-16d1-405a-990a-ef9732521808,2020-05-07,DEBIT,961
e780994a-16d1-405a-990a-ef9732521808,2020-07-16,CREDIT,12895
e780994a-16d1-405a-990a-ef9732521808,2020-06-07,CREDIT,20482
e780994a-16d1-405a-990a-ef9732521808,2020-12-05,CREDIT,77443
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-11-18,CREDIT,15943
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-08-12,DEBIT,13446
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-05-10,DEBIT,65675
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-12-17,CREDIT,16700
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-10-20,DEBIT,37433
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-08-10,DEBIT,62032
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-09-15,DEBIT,51740
7fb0dc0a-9d7f-4de3-b10b-887e8d4726a1,2020-05-24,CREDIT,41567
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-10-07,DEBIT,92654
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-12-12,CREDIT,69631
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-07-19,DEBIT,12668
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-09-17,CREDIT,50303
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-05-09,CREDIT,83052
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-12-16,CREDIT,49743
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-08-12,CREDIT,85372
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-08-23,CREDIT,64960
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-06-13,DEBIT,33128
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-12-08,CREDIT,3219
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-10-29,DEBIT,58952
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-08-27,CREDIT,17388
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-12-20,CREDIT,33605
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-03-01,DEBIT,69257
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-02-26,DEBIT,78154
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-06-26,CREDIT,21790
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-10-29,DEBIT,5950
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-02-08,CREDIT,25721
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-01-03,CREDIT,60201
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-06-01,CREDIT,46248
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-09-20,DEBIT,48239
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-02-02,DEBIT,5837
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-10-04,CREDIT,14699
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-06-08,DEBIT,14784
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-11-24,DEBIT,65241
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-02-10,CREDIT,47365
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-01-22,CREDIT,64665
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-06-29,DEBIT,74223
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-09-20,CREDIT,93312
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-12-19,DEBIT,90972
97c54725-1777-45ad-98bd-73f92d2a6a7e,2020-08-26,DEBIT,60893
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-12-18,CREDIT,11064
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-05-26,DEBIT,3
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-03-22,DEBIT,51324
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-11-10,DEBIT,96534
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-11-02,CREDIT,36576
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-08-04,CREDIT,13857
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-01-28,CREDIT,57525
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-07-28,CREDIT,77529
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-11-17,DEBIT,4420
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-11-20,CREDIT,24807
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-05-16,CREDIT,13821
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-12-10,CREDIT,65585
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-11-22,DEBIT,49717
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-08-25,CREDIT,42139
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-12-12,CREDIT,25877
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-12-28,DEBIT,37657
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-09-09,DEBIT,34127
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-01-04,CREDIT,16892
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-08-30,CREDIT,55420
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-02-09,DEBIT,19192
7f5f8c30-a62d-442e-bf37-3a433099ce1c,2020-01-29,CREDIT,98420
1ccdd108-1633-4e88-8873-69ae81875715,2020-06-11,CREDIT,20556
1ccdd108-1633-4e88-8873-69ae81875715,2020-01-17,CREDIT,44347
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-02-12,CREDIT,4
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-09-13,DEBIT,61085
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-04-19,DEBIT,48720
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-03-11,DEBIT,41745
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-08-11,CREDIT,8546
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-11-11,DEBIT,44376
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-04-15,DEBIT,55764
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-05-20,DEBIT,51791
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-09-16,CREDIT,15956
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-01-15,DEBIT,81519
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-08-13,DEBIT,65439
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-04-11,CREDIT,76315
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-10-07,DEBIT,35113
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-06-04,CREDIT,87345
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-02-27,DEBIT,17282
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-05-19,DEBIT,36289
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-06-16,CREDIT,89269
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-03-01,DEBIT,40368
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-07-08,DEBIT,82456
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-05-29,DEBIT,46124
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-07-18,CREDIT,66876
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-04-23,DEBIT,32053
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-03-24,CREDIT,38392
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-05-23,DEBIT,46101
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-02-10,DEBIT,19185
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-10-22,DEBIT,82371
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-05-21,DEBIT,6907
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-05-29,DEBIT,21657
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-11-16,DEBIT,72304
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-06-05,CREDIT,25858
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-09-29,CREDIT,45650
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-10-24,DEBIT,91144
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-04-08,CREDIT,13816
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-08-30,DEBIT,14590
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-07-21,CREDIT,88962
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-04-10,CREDIT,88432
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-04-20,DEBIT,58520
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-09-22,DEBIT,36358
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-01-26,CREDIT,96949
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-03-09,CREDIT,6950
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-11-09,CREDIT,52969
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-07-14,CREDIT,9953
b1c7b5c5-caca-478c-b726-26164c5c45c8,2020-05-17,DEBIT,66074
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-05-24,CREDIT,26550
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-11-22,CREDIT,57765
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-07-03,CREDIT,37350
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-11-03,DEBIT,31269
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-10-28,CREDIT,39728
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-02-17,CREDIT,91348
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-05-05,CREDIT,72193
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-08-14,DEBIT,68016
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-07-13,CREDIT,31607
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-10-02,CREDIT,79176
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-06-21,DEBIT,69864
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-10-08,CREDIT,12581
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-04-14,DEBIT,27238
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-07-11,DEBIT,69122
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-11-19,DEBIT,80179
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-04-22,CREDIT,99865
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-09-29,DEBIT,54421
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-05-06,CREDIT,86138
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-09-24,CREDIT,61402
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-04-08,DEBIT,5558
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-05-28,CREDIT,33942
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-10-22,CREDIT,80253
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-03-12,DEBIT,58088
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-08-28,DEBIT,18551
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-07-27,DEBIT,13494
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-08-05,DEBIT,87816
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-08-10,CREDIT,48388
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-05-04,CREDIT,54106
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-07-16,DEBIT,93246
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-01-13,CREDIT,69991
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-09-21,CREDIT,80522
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-08-23,DEBIT,57147
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-02-04,DEBIT,59851
40e746dc-d19a-4434-b6dd-32c24c9273cf,2020-08-15,CREDIT,7313
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-06-29,CREDIT,46378
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-10-19,CREDIT,56509
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-10-27,DEBIT,27473
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-02-04,CREDIT,57418
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-05-02,DEBIT,87267
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-02-25,DEBIT,32391
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-12-19,CREDIT,22197
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-06-09,DEBIT,52368
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-09-05,DEBIT,42303
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-05-10,DEBIT,77989
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-11-29,CREDIT,98127
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-04-06,CREDIT,92185
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-03-28,CREDIT,58721
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-12-12,DEBIT,90084
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-08-20,CREDIT,65916
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-04-20,CREDIT,41689
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-05-18,DEBIT,85451
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-05-01,CREDIT,9485
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-11-30,DEBIT,45809
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-10-19,DEBIT,90681
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-12-08,CREDIT,74169
8383efd3-672c-4a3d-9303-cd96d2ba67e0,2020-06-29,CREDIT,31558
